piso_llamada,direccion_llamada,piso_actual_asc_1,piso_actual_asc_2,direccion_actual_asc_1,direccion_actual_asc_2,destinos_pendientes_asc_1,destinos_pendientes_asc_2,personas_dentro_asc_1,personas_dentro_asc_2,tiempo_traslado_asc_1,tiempo_traslado_asc_2,ascensor_sel,cant_pisos
2,-1,8,9,1,-1,1,2,1,1,120,25,2,10
0,-1,8,4,-1,-1,3,4,1,1,30,20,2,10
2,1,1,5,-1,0,1,0,1,0,105,9,2,10
6,1,1,1,-1,-1,1,1,1,1,117,117,1,10
8,1,7,5,1,0,2,0,1,0,7,9,1,10
5,-1,3,3,0,0,0,0,0,0,6,6,1,10
3,-1,9,8,1,0,0,0,0,0,118,15,2,10
5,-1,7,1,-1,0,1,0,1,0,8,12,1,10
1,-1,9,7,-1,1,6,1,1,1,36,120,1,10
2,1,3,4,1,-1,4,4,1,1,61,64,1,10
2,-1,4,1,0,0,0,0,0,0,6,3,2,10
3,-1,4,8,1,-1,3,6,1,1,109,27,2,10
0,1,6,6,-1,-1,4,6,1,1,76,80,1,10
2,1,5,2,1,0,4,0,1,0,67,0,2,10
8,-1,3,7,1,-1,1,5,1,1,67,63,2,10
5,-1,4,9,0,0,0,0,0,0,3,12,1,10
2,-1,8,3,0,0,0,0,0,0,18,3,2,10
5,-1,3,8,-1,0,2,0,1,0,60,9,2,10
0,1,6,5,-1,0,6,0,1,0,80,15,2,10
6,-1,8,2,1,0,1,0,1,0,108,12,2,10
7,-1,9,3,-1,0,8,0,1,0,22,12,2,10
7,1,1,3,0,0,0,0,0,0,18,12,2,10
7,-1,2,5,1,0,2,0,1,0,69,6,2,10
8,1,8,7,0,1,0,2,0,1,0,7,1,10
0,1,1,1,1,1,2,4,1,1,57,61,1,10
8,1,1,2,0,-1,0,2,0,1,21,122,1,10
6,1,8,8,-1,1,4,1,1,1,64,58,2,10
9,-1,4,3,0,0,0,0,0,0,15,18,1,10
0,1,9,3,0,-1,0,2,0,1,27,63,1,10
6,1,8,1,0,-1,0,1,0,1,6,117,1,10
8,-1,6,4,1,1,2,1,1,1,60,64,1,10
5,-1,2,6,1,-1,6,4,1,1,71,11,2,10
9,-1,3,1,-1,-1,3,1,1,1,74,76,1,10
8,1,5,5,1,-1,4,4,1,1,17,117,1,10
0,1,9,7,-1,1,5,1,1,1,87,73,2,10
8,-1,7,1,-1,-1,6,1,1,1,65,73,1,10
5,1,1,4,-1,0,1,0,1,0,114,3,2,10
8,-1,9,9,0,-1,0,3,0,1,3,9,1,10
9,1,2,3,0,-1,0,3,0,1,21,124,1,10
7,-1,3,9,0,1,0,0,0,0,12,106,1,10
4,-1,8,3,1,1,1,3,1,1,114,59,2,10
5,-1,9,7,1,-1,0,7,0,1,112,20,2,10
1,1,7,7,0,-1,0,3,0,1,18,74,1,10
3,-1,3,4,0,0,0,0,0,0,0,3,1,10
5,-1,2,9,1,-1,1,6,1,1,61,24,2,10
5,-1,6,6,0,-1,0,1,0,1,3,5,1,10
2,1,9,9,0,-1,0,9,0,1,21,89,1,10
1,-1,7,9,1,1,1,0,1,0,120,124,1,10
1,-1,8,2,0,-1,0,1,0,1,21,5,2,10
1,-1,1,2,1,-1,4,1,1,1,58,5,2,10
0,-1,1,1,1,-1,2,1,1,1,107,5,2,10
6,-1,2,4,-1,-1,1,1,1,1,64,58,2,10
1,1,3,4,1,0,4,0,1,0,64,9,2,10
7,-1,8,9,1,-1,1,4,1,1,105,14,2,10
0,-1,4,2,0,0,0,0,0,0,12,6,2,10
8,-1,5,6,1,0,1,0,1,0,61,6,2,10
4,1,3,9,0,-1,0,8,0,1,3,81,1,10
9,-1,5,1,-1,0,1,0,1,0,64,24,2,10
6,1,3,4,-1,-1,1,1,1,1,111,108,2,10
1,-1,3,5,0,1,0,3,0,1,6,118,1,10
9,1,8,4,1,-1,1,4,1,1,5,123,1,10
4,-1,9,1,0,0,0,0,0,0,15,9,2,10
0,-1,3,3,1,0,4,0,1,0,117,9,2,10
3,1,4,6,-1,-1,1,5,1,1,55,69,1,10
8,1,6,1,-1,0,5,0,1,0,116,21,2,10
3,-1,4,3,1,1,1,3,1,1,105,56,2,10
4,-1,6,1,0,1,0,5,0,1,6,69,1,10
7,-1,5,8,-1,0,3,0,1,0,62,3,2,10
2,-1,9,4,0,1,0,1,0,1,21,108,1,10
2,-1,3,8,1,1,4,1,1,1,111,120,1,10
1,-1,5,7,1,-1,3,4,1,1,118,26,2,10
5,-1,8,2,-1,-1,5,2,1,1,19,63,1,10
7,-1,4,8,-1,0,1,0,1,0,61,3,2,10
1,1,2,9,0,0,0,0,0,0,3,24,1,10
0,1,4,8,0,0,0,0,0,0,12,24,1,10
4,1,2,5,0,-1,0,2,0,1,6,57,1,10
4,-1,8,2,0,1,0,7,0,1,12,70,1,10
9,-1,2,7,0,-1,0,1,0,1,21,58,1,10
2,1,5,8,-1,-1,2,3,1,1,63,74,1,10
3,1,1,1,1,0,6,0,1,0,18,6,2,10
6,1,1,8,-1,-1,1,8,1,1,117,72,2,10
7,-1,8,1,-1,0,5,0,1,0,13,18,1,10
2,1,6,9,-1,0,3,0,1,0,68,21,2,10
3,-1,4,8,1,1,5,1,1,1,113,117,1,10
4,-1,2,2,1,-1,7,1,1,1,70,58,2,10
9,1,2,6,-1,0,2,0,1,0,125,9,2,10
7,1,1,1,0,0,0,0,0,0,18,18,1,10
7,-1,3,4,0,-1,0,2,0,1,12,63,1,10
2,1,5,6,-1,1,2,1,1,1,63,64,1,10
5,-1,2,9,0,0,0,0,0,0,9,12,1,10
0,-1,1,4,0,-1,0,4,0,1,3,20,1,10
8,-1,4,1,-1,1,2,1,1,1,66,73,1,10
7,1,4,4,0,-1,0,1,0,1,9,111,1,10
9,1,2,4,0,-1,0,2,0,1,21,119,1,10
6,1,3,7,1,1,1,1,1,1,11,55,1,10
7,-1,6,6,-1,1,5,3,1,1,63,59,2,10
5,-1,3,3,0,-1,0,2,0,1,6,60,1,10
5,-1,8,7,1,1,1,2,1,1,111,110,2,10
0,-1,4,1,0,1,0,7,0,1,12,117,1,10
5,-1,5,3,-1,-1,3,2,1,1,6,60,1,10
1,-1,4,1,-1,-1,3,1,1,1,15,2,2,10
3,1,7,1,1,1,1,6,1,1,64,18,2,10
2,1,8,8,-1,-1,2,2,1,1,72,72,1,10
6,-1,2,3,-1,0,1,0,1,0,64,9,2,10
6,1,2,1,1,-1,3,1,1,1,18,117,1,10
1,1,1,1,-1,0,1,0,1,0,52,0,2,10
7,1,7,8,0,0,0,0,0,0,0,3,1,10
8,-1,6,3,1,1,1,6,1,1,58,77,1,10
7,-1,7,2,-1,0,7,0,1,0,14,15,1,10
8,-1,2,6,0,-1,0,2,0,1,18,60,1,10
6,-1,8,2,0,1,0,3,0,1,6,68,1,10
3,1,3,6,1,-1,1,3,1,1,2,65,1,10
8,-1,5,9,0,0,0,0,0,0,9,3,2,10
2,-1,2,8,-1,1,1,1,1,1,2,120,1,10
8,1,8,7,0,0,0,0,0,0,0,3,1,10
3,1,7,5,1,0,1,0,1,0,64,6,2,10
8,-1,5,8,1,-1,4,6,1,1,67,12,2,10
8,-1,1,8,0,1,0,1,0,1,21,52,1,10
5,-1,6,1,1,-1,2,1,1,1,107,64,2,10
7,-1,3,8,0,0,0,0,0,0,12,3,2,10
7,-1,7,8,0,0,0,0,0,0,0,3,1,10
8,-1,8,6,0,-1,0,2,0,1,0,60,1,10
8,-1,1,4,1,1,2,4,1,1,75,70,2,10
4,-1,7,4,-1,1,5,3,1,1,19,56,1,10
7,-1,1,1,0,0,0,0,0,0,18,18,1,10
0,1,3,5,-1,1,3,2,1,1,65,69,1,10
2,1,5,9,1,0,3,0,1,0,65,21,2,10
6,1,4,6,0,1,0,3,0,1,6,6,1,10
7,1,4,7,-1,-1,1,3,1,1,111,56,2,10
9,-1,7,3,0,0,0,0,0,0,6,18,1,10
3,1,9,1,0,1,0,6,0,1,18,18,1,10
6,-1,1,6,0,0,0,0,0,0,15,0,2,10
1,1,5,5,1,-1,3,5,1,1,68,72,1,10
1,-1,3,9,-1,0,3,0,1,0,12,24,1,10
2,-1,6,4,1,1,3,4,1,1,118,114,2,10
9,1,1,6,0,-1,0,5,0,1,24,119,1,10
8,1,8,7,-1,-1,2,7,1,1,54,117,1,10
0,-1,9,2,1,0,0,0,0,0,127,6,2,10
1,-1,9,8,-1,-1,4,4,1,1,32,29,2,10
0,-1,4,9,1,1,5,0,1,0,122,127,1,10
8,1,8,1,0,0,0,0,0,0,0,21,1,10
4,-1,8,7,0,-1,0,4,0,1,12,17,1,10
4,1,6,5,1,0,3,0,1,0,62,3,2,10
1,-1,4,6,-1,-1,1,2,1,1,11,19,1,10
2,-1,9,9,0,-1,0,2,0,1,21,25,1,10
9,1,2,1,-1,1,2,5,1,1,125,34,2,10
0,-1,3,2,0,1,0,2,0,1,9,110,1,10
8,1,2,2,1,-1,1,1,1,1,20,120,1,10
1,1,5,8,1,0,2,0,1,0,66,21,2,10
3,1,7,9,-1,-1,2,7,1,1,66,82,1,10
9,-1,1,9,1,1,8,0,1,0,90,50,2,10
2,-1,1,9,1,-1,3,1,1,1,59,23,2,10
6,1,9,5,-1,-1,5,4,1,1,69,111,1,10
1,1,4,1,1,-1,5,1,1,1,69,52,2,10
5,1,4,4,-1,0,1,0,1,0,105,3,2,10
7,-1,9,5,1,0,0,0,0,0,106,6,2,10
7,1,7,4,1,1,2,2,1,1,4,13,1,10
1,1,4,7,-1,-1,4,7,1,1,67,82,1,10
5,1,9,3,1,0,0,0,0,0,62,6,2,10
8,1,1,6,0,1,0,3,0,1,21,12,2,10
7,-1,1,3,0,1,0,2,0,1,18,66,1,10
0,-1,1,4,-1,1,1,2,1,1,5,116,1,10
1,-1,9,6,1,0,0,0,0,0,124,15,2,10
4,1,1,6,0,1,0,3,0,1,9,62,1,10
3,-1,3,5,-1,-1,3,5,1,1,6,16,1,10
5,1,5,1,-1,0,4,0,1,0,58,12,2,10
9,1,3,5,0,0,0,0,0,0,18,12,2,10
4,1,7,9,1,-1,1,5,1,1,61,75,1,10
6,-1,5,2,-1,0,4,0,1,0,61,12,2,10
7,1,7,7,-1,-1,6,5,1,1,62,60,2,10
9,1,5,1,-1,0,4,0,1,0,120,24,2,10
7,1,8,6,-1,-1,8,2,1,1,69,107,1,10
1,1,1,5,0,-1,0,2,0,1,0,66,1,10
3,-1,3,4,0,1,0,2,0,1,0,107,1,10
5,-1,5,9,1,-1,2,3,1,1,54,18,2,10
6,1,4,8,0,1,0,1,0,1,6,58,1,10
8,-1,2,8,-1,0,2,0,1,0,72,0,2,10
6,1,7,5,-1,-1,1,2,1,1,55,107,1,10
7,1,9,4,-1,-1,6,1,1,1,68,111,1,10
3,-1,8,2,1,1,1,6,1,1,117,65,2,10
9,1,1,7,1,-1,2,5,1,1,28,116,1,10
5,-1,4,7,-1,1,1,2,1,1,55,110,1,10
5,-1,2,2,-1,0,1,0,1,0,61,9,2,10
9,-1,1,5,-1,-1,1,3,1,1,76,68,2,10
3,-1,9,2,-1,-1,1,2,1,1,20,57,1,10
6,1,7,6,1,0,2,0,1,0,57,0,2,10
9,-1,1,9,1,1,3,0,1,0,80,50,2,10
7,-1,2,4,-1,-1,2,4,1,1,69,67,2,10
5,-1,9,1,0,0,0,0,0,0,12,12,1,10
7,-1,7,7,-1,-1,1,2,1,1,2,4,1,10
0,-1,7,3,-1,-1,5,1,1,1,31,11,2,10
1,-1,1,1,-1,0,1,0,1,0,2,0,2,10
3,1,5,8,-1,-1,5,5,1,1,66,75,1,10
6,-1,5,5,0,0,0,0,0,0,3,3,1,10
4,1,1,5,-1,0,1,0,1,0,111,3,2,10
3,-1,9,8,0,1,0,1,0,1,18,117,1,10
7,1,3,4,-1,-1,2,3,1,1,116,115,2,10
8,1,9,2,1,-1,0,2,0,1,53,122,1,10
5,-1,8,7,-1,0,3,0,1,0,15,6,2,10
7,1,4,4,0,1,0,3,0,1,9,15,1,10
3,-1,5,8,0,1,0,1,0,1,6,117,1,10
7,-1,7,8,0,-1,0,1,0,1,0,5,1,10
0,1,3,5,-1,-1,2,3,1,1,63,71,1,10
1,-1,3,4,-1,-1,3,1,1,1,12,11,2,10
6,1,2,5,1,1,2,2,1,1,16,7,2,10
5,-1,3,4,0,-1,0,2,0,1,6,57,1,10
8,-1,2,5,1,-1,6,2,1,1,80,63,2,10
1,1,2,2,0,1,0,5,0,1,3,63,1,10
8,-1,8,6,0,-1,0,3,0,1,0,62,1,10
6,1,4,4,-1,1,1,5,1,1,108,16,2,10
7,1,1,5,-1,1,1,3,1,1,120,12,2,10
8,1,2,6,-1,-1,1,5,1,1,120,116,2,10
4,-1,9,8,-1,0,2,0,1,0,19,12,2,10
5,-1,7,6,-1,-1,1,1,1,1,8,5,2,10
2,1,8,5,-1,1,1,2,1,1,70,63,2,10
5,1,6,8,-1,1,5,1,1,1,63,61,2,10
8,1,8,1,-1,0,7,0,1,0,64,21,2,10
0,-1,6,8,-1,-1,3,2,1,1,24,28,1,10
4,1,7,6,-1,0,6,0,1,0,71,6,2,10
9,-1,9,4,-1,0,3,0,1,0,6,15,1,10
7,1,4,5,-1,0,3,0,1,0,115,6,2,10
2,1,5,3,1,-1,2,2,1,1,63,57,2,10
1,-1,2,5,0,-1,0,5,0,1,3,22,1,10
4,1,1,5,-1,1,1,3,1,1,111,59,2,10
4,-1,1,8,0,-1,0,8,0,1,9,28,1,10
4,1,8,6,-1,1,5,1,1,1,72,58,2,10
1,1,3,1,-1,-1,3,1,1,1,62,52,2,10
4,-1,9,4,1,0,0,0,0,0,115,0,2,10
8,1,3,8,-1,0,3,0,1,0,121,0,2,10
2,-1,7,8,-1,1,5,1,1,1,25,120,1,10
0,1,1,9,1,-1,3,9,1,1,59,95,1,10
1,1,2,5,-1,1,2,1,1,1,57,64,1,10
4,-1,4,2,-1,0,4,0,1,0,8,6,2,10
4,-1,4,1,1,0,4,0,1,0,58,9,2,10
5,1,4,3,-1,0,2,0,1,0,107,6,2,10
0,-1,8,9,-1,-1,1,7,1,1,26,41,1,10
4,1,8,8,0,-1,0,7,0,1,12,76,1,10
0,-1,1,7,1,0,7,0,1,0,117,21,2,10
2,-1,4,6,0,-1,0,2,0,1,6,16,1,10
8,1,2,4,0,0,0,0,0,0,18,12,2,10
5,1,1,7,0,-1,0,4,0,1,12,64,1,10
4,-1,8,7,0,1,0,1,0,1,12,111,1,10
0,-1,1,3,0,0,0,0,0,0,3,9,1,10
6,-1,5,9,0,1,0,0,0,0,3,109,1,10
7,-1,5,7,-1,1,5,2,1,1,66,54,2,10
7,1,4,6,0,0,0,0,0,0,9,3,2,10
8,1,3,2,1,1,5,7,1,1,25,32,1,10
0,1,9,2,0,1,0,6,0,1,27,68,1,10
4,1,4,5,1,0,5,0,1,0,10,3,2,10
3,-1,5,6,0,0,0,0,0,0,6,9,1,10
3,1,9,8,-1,-1,5,6,1,1,78,77,2,10
3,1,1,1,1,0,7,0,1,0,20,6,2,10
5,-1,3,8,0,1,0,1,0,1,6,111,1,10
5,1,3,1,0,0,0,0,0,0,6,12,1,10
0,-1,9,5,-1,1,4,1,1,1,35,117,1,10
7,1,4,5,1,1,1,2,1,1,11,10,2,10
0,-1,7,2,1,1,2,2,1,1,125,110,2,10
5,-1,9,3,-1,1,1,4,1,1,14,64,1,10
5,-1,8,3,0,-1,0,2,0,1,9,60,1,10
9,1,1,5,0,-1,0,5,0,1,24,122,1,10
4,1,6,5,-1,0,6,0,1,0,68,3,2,10
6,1,1,8,1,1,6,1,1,1,27,58,1,10
5,1,1,8,0,0,0,0,0,0,12,9,2,10
4,-1,5,8,-1,-1,1,8,1,1,5,28,1,10
8,1,3,4,0,0,0,0,0,0,15,12,2,10
1,1,6,1,0,-1,0,1,0,1,15,52,1,10
7,-1,3,9,1,-1,1,1,1,1,64,8,2,10
6,-1,2,8,-1,1,2,1,1,1,66,108,1,10
9,-1,1,8,1,1,3,1,1,1,80,55,2,10
1,1,6,9,-1,0,1,0,1,0,67,24,2,10
9,-1,7,4,0,-1,0,1,0,1,6,67,1,10
3,1,3,3,-1,-1,3,1,1,1,56,52,2,10
2,-1,1,5,-1,-1,1,3,1,1,55,15,2,10
3,1,5,1,1,0,2,0,1,0,60,6,2,10
9,-1,1,4,0,0,0,0,0,0,24,15,2,10
5,-1,8,6,-1,0,3,0,1,0,15,3,2,10
7,-1,3,2,0,0,0,0,0,0,12,15,1,10
3,1,5,1,1,-1,2,1,1,1,60,108,1,10
9,1,6,4,-1,1,1,5,1,1,111,25,2,10
5,1,2,2,1,1,4,5,1,1,17,19,1,10
2,1,9,6,-1,-1,3,4,1,1,77,70,2,10
0,1,2,9,-1,0,2,0,1,0,60,27,2,10
7,-1,4,7,-1,-1,1,5,1,1,61,10,2,10
4,-1,6,5,1,-1,2,5,1,1,110,13,2,10
5,1,7,4,1,0,2,0,1,0,60,3,2,10
6,-1,7,8,0,0,0,0,0,0,3,6,1,10
0,1,9,9,0,-1,0,4,0,1,27,85,1,10
7,-1,7,7,0,-1,0,4,0,1,0,8,1,10
2,-1,8,8,-1,-1,2,4,1,1,22,26,1,10
4,-1,9,6,0,-1,0,4,0,1,15,14,2,10
1,-1,5,4,1,0,4,0,1,0,120,9,2,10
2,-1,2,2,-1,-1,2,1,1,1,4,2,2,10
7,-1,7,7,-1,-1,5,5,1,1,10,10,1,10
5,1,6,8,-1,1,5,1,1,1,63,61,2,10
9,-1,9,1,1,1,0,4,0,1,50,82,1,10
1,1,1,3,-1,-1,1,2,1,1,52,60,1,10
3,1,5,5,-1,1,1,1,1,1,58,58,1,10
7,-1,8,8,-1,1,6,1,1,1,15,105,1,10
2,-1,5,8,0,0,0,0,0,0,9,18,1,10
9,1,4,6,0,-1,0,5,0,1,15,119,1,10
5,-1,8,6,1,-1,1,3,1,1,111,9,2,10
6,1,4,1,-1,0,1,0,1,0,108,15,2,10
4,-1,1,7,0,0,0,0,0,0,9,9,1,10
6,1,2,4,-1,0,2,0,1,0,116,6,2,10
7,-1,1,9,0,0,0,0,0,0,18,6,2,10
5,1,1,1,-1,0,1,0,1,0,114,12,2,10
3,-1,4,2,-1,-1,2,1,1,1,7,55,1,10
9,1,7,6,-1,-1,7,4,1,1,120,117,2,10
4,-1,6,8,-1,1,1,1,1,1,8,114,1,10
3,1,3,3,-1,1,3,3,1,1,56,6,2,10
7,1,8,1,-1,-1,8,1,1,1,69,120,1,10
5,-1,3,9,0,1,0,0,0,0,6,112,1,10
9,1,8,3,1,1,1,2,1,1,5,22,1,10
6,1,1,6,0,0,0,0,0,0,15,0,2,10
4,-1,4,2,0,0,0,0,0,0,0,6,1,10
3,1,7,3,-1,-1,5,3,1,1,72,56,2,10
2,-1,8,7,0,1,0,2,0,1,18,119,1,10
0,-1,5,8,0,-1,0,8,0,1,15,40,1,10
2,-1,3,6,0,1,0,3,0,1,3,118,1,10
8,-1,4,2,0,1,0,4,0,1,12,76,1,10
0,-1,9,8,0,0,0,0,0,0,27,24,2,10
1,-1,2,8,0,0,0,0,0,0,3,21,1,10
2,1,2,2,1,1,3,1,1,1,6,2,2,10
9,-1,2,5,-1,1,1,2,1,1,73,66,2,10
3,-1,3,8,-1,1,2,1,1,1,4,117,1,10
4,-1,3,8,0,-1,0,8,0,1,3,28,1,10
5,-1,4,6,0,-1,0,4,0,1,3,11,1,10
5,-1,3,7,0,0,0,0,0,0,6,6,1,10
4,1,3,1,0,-1,0,1,0,1,3,111,1,10
2,1,4,8,1,0,3,0,1,0,62,18,2,10
9,-1,2,6,0,0,0,0,0,0,21,9,2,10
5,-1,1,4,0,0,0,0,0,0,12,3,2,10
6,1,6,3,1,-1,3,2,1,1,6,113,1,10
0,-1,4,9,-1,1,3,0,1,0,18,127,1,10
9,1,1,2,1,-1,7,2,1,1,38,125,1,10
2,-1,6,7,1,1,3,1,1,1,118,117,2,10
8,1,1,9,-1,-1,1,8,1,1,123,69,2,10
3,-1,4,6,0,1,0,2,0,1,3,113,1,10
9,-1,1,8,-1,1,1,1,1,1,76,55,2,10
2,-1,3,9,0,-1,0,5,0,1,3,31,1,10
5,-1,3,7,-1,1,3,2,1,1,62,110,1,10
9,1,1,4,0,1,0,1,0,1,24,17,2,10
5,1,4,6,-1,1,2,3,1,1,107,59,2,10
9,1,1,8,1,1,7,1,1,1,38,5,2,10
9,-1,6,5,-1,0,2,0,1,0,63,12,2,10
3,1,5,9,1,1,4,0,1,0,64,68,1,10
0,-1,9,4,-1,-1,8,4,1,1,43,20,2,10
4,-1,4,4,1,0,4,0,1,0,58,0,2,10
5,-1,6,3,0,-1,0,3,0,1,3,62,1,10
5,-1,7,8,1,0,1,0,1,0,108,9,2,10
2,-1,3,9,0,1,0,0,0,0,3,121,1,10
7,1,6,3,1,1,2,3,1,1,7,18,1,10
8,1,2,8,1,-1,2,1,1,1,22,52,1,10
8,1,2,1,0,0,0,0,0,0,18,21,1,10
1,-1,1,7,1,1,4,2,1,1,58,122,1,10
2,1,9,7,0,0,0,0,0,0,21,15,2,10
7,1,8,6,0,-1,0,3,0,1,3,109,1,10
7,-1,1,4,-1,0,1,0,1,0,70,9,2,10
6,1,9,3,1,-1,0,1,0,1,59,111,1,10
4,1,5,3,0,-1,0,1,0,1,3,105,1,10
2,1,8,7,-1,0,1,0,1,0,70,15,2,10
0,-1,9,3,0,-1,0,2,0,1,27,13,2,10
5,1,9,1,0,-1,0,1,0,1,12,114,1,10
6,-1,2,5,0,0,0,0,0,0,12,3,2,10
6,-1,4,8,-1,1,4,1,1,1,64,108,1,10
6,-1,5,1,1,-1,3,1,1,1,59,67,1,10
1,-1,1,6,0,-1,0,1,0,1,0,17,1,10
6,-1,3,5,0,0,0,0,0,0,9,3,2,10
2,1,4,2,1,-1,2,2,1,1,60,54,2,10
1,-1,7,9,0,1,0,0,0,0,18,124,1,10
9,1,4,7,-1,-1,1,2,1,1,117,110,2,10
2,1,9,8,0,-1,0,8,0,1,21,84,1,10
8,1,2,3,1,0,4,0,1,0,26,15,2,10
8,-1,5,6,-1,0,2,0,1,0,63,6,2,10
8,-1,8,4,1,1,1,2,1,1,52,66,1,10
2,1,8,1,-1,1,3,2,1,1,74,7,2,10
0,-1,3,6,0,0,0,0,0,0,9,18,1,10
8,1,3,8,-1,1,3,1,1,1,121,2,2,10
1,-1,7,6,1,-1,1,1,1,1,120,17,2,10
8,-1,6,1,-1,-1,2,1,1,1,60,73,1,10
7,-1,9,6,0,-1,0,5,0,1,6,63,1,10
8,-1,8,8,-1,1,3,1,1,1,6,52,1,10
1,-1,9,5,1,-1,0,1,0,1,124,14,2,10
0,-1,1,5,1,1,1,2,1,1,105,119,1,10
2,-1,6,8,-1,1,2,1,1,1,16,120,1,10
1,-1,6,3,-1,-1,5,1,1,1,25,8,2,10
0,1,3,8,1,1,3,1,1,1,65,76,1,10
4,1,2,5,1,0,1,0,1,0,8,3,2,10
6,-1,1,8,-1,0,1,0,1,0,67,6,2,10
1,1,1,3,0,-1,0,1,0,1,0,58,1,10
3,-1,3,4,1,1,1,2,1,1,52,107,1,10
7,1,9,9,1,1,0,0,0,0,56,56,1,10
1,-1,2,8,0,-1,0,4,0,1,3,29,1,10
8,-1,1,2,1,1,6,1,1,1,83,70,2,10
0,1,5,8,0,0,0,0,0,0,15,24,1,10
2,-1,6,6,1,1,1,3,1,1,114,118,1,10
6,1,5,8,0,0,0,0,0,0,3,6,1,10
1,-1,4,1,1,0,5,0,1,0,119,0,2,10
1,1,9,1,1,-1,0,1,0,1,74,52,2,10
7,-1,4,8,0,0,0,0,0,0,9,3,2,10
7,-1,9,7,1,-1,0,1,0,1,106,2,2,10
9,1,3,7,0,-1,0,7,0,1,18,120,1,10
3,1,4,7,0,-1,0,6,0,1,3,74,1,10
6,-1,9,2,0,1,0,7,0,1,9,76,1,10
9,-1,2,2,-1,1,1,5,1,1,73,81,1,10
2,1,9,9,0,1,0,0,0,0,21,71,1,10
1,-1,6,4,1,1,1,2,1,1,117,113,2,10
9,1,8,8,-1,1,4,1,1,1,111,5,2,10
2,-1,4,6,0,0,0,0,0,0,6,12,1,10
0,1,1,8,-1,0,1,0,1,0,55,24,2,10
7,1,9,7,-1,-1,3,5,1,1,62,60,2,10
0,1,8,3,1,1,1,6,1,1,76,71,2,10
8,1,9,4,0,0,0,0,0,0,3,12,1,10
5,1,3,1,1,1,1,3,1,1,8,18,1,10
2,-1,5,2,1,0,4,0,1,0,117,0,2,10
9,-1,5,1,1,0,4,0,1,0,70,24,2,10
8,1,8,2,0,1,0,6,0,1,0,30,1,10
4,1,6,1,1,0,1,0,1,0,58,9,2,10
0,-1,8,2,0,0,0,0,0,0,24,6,2,10
2,-1,2,4,0,-1,0,1,0,1,0,8,1,10
6,1,8,3,1,-1,1,2,1,1,58,113,1,10
5,1,7,6,0,1,0,2,0,1,6,57,1,10
2,-1,1,1,0,0,0,0,0,0,3,3,1,10
7,1,3,9,1,0,2,0,1,0,16,6,2,10
1,1,7,2,1,0,1,0,1,0,70,3,2,10
3,-1,2,7,0,1,0,1,0,1,3,114,1,10
